,intensidadeVentoKM,temperatura,radiacao,idDireccVento,precAcumulada,intensidadeVento,humidade,pressao
21566,13.7,5.9,25.6,8,0.0,3.8,-99.0,-99.0
21567,2.9,6.9,13.5,5,0.0,0.8,100.0,-99.0
21568,6.5,10.2,0.0,4,0.0,1.8,92.0,-99.0
21569,-99.0,7.9,-99.0,0,-99.0,-99.0,95.0,-99.0
21570,15.5,11.9,0.0,7,0.0,4.3,96.0,-99.0
21571,2.2,9.8,0.0,4,0.0,0.6,64.0,-99.0
21572,9.0,5.7,30.0,9,0.0,2.5,94.0,-99.0
21573,-99.0,3.1,-99.0,0,0.0,-99.0,96.0,-99.0
21574,4.3,3.1,13.0,3,0.0,1.2,98.0,-99.0
21575,10.4,8.5,6.2,3,0.0,2.9,100.0,1028.4
21576,2.5,3.2,17.1,5,-99.0,0.7,100.0,1029.4
21577,3.2,4.0,-99.0,9,-99.0,0.9,93.0,-99.0
21578,4.7,4.1,-99.0,2,0.0,1.3,89.0,-99.0
21579,-99.0,8.4,-99.0,0,0.0,-99.0,96.0,-99.0
21580,4.7,7.4,-99.0,4,0.0,1.3,94.0,-99.0
21581,5.4,6.6,-99.0,5,0.0,1.5,94.0,-99.0
21582,5.4,6.9,-99.0,6,0.0,1.5,93.0,-99.0
21583,2.9,6.1,-99.0,5,0.0,0.8,96.0,-99.0
21584,6.1,3.5,-99.0,3,-99.0,1.7,94.0,-99.0
21585,7.9,6.4,33.8,6,-99.0,2.2,-99.0,-99.0
21586,7.6,8.8,-99.0,7,0.0,2.1,75.0,-99.0
21587,3.2,9.7,-99.0,8,0.0,0.9,79.0,-99.0
21588,6.5,9.8,14.2,8,0.0,1.8,79.0,1030.2
21589,7.6,15.6,-99.0,4,0.0,2.1,57.0,1028.7
21590,14.4,17.3,-99.0,9,0.0,4.0,51.0,1028.6
21591,24.5,16.2,-99.0,9,-99.0,6.8,58.0,1029.6
21592,19.8,13.9,-99.0,8,0.0,5.5,61.0,1029.4
21593,9.7,16.0,1116.6,9,0.0,2.7,88.0,-99.0
21594,2.5,9.3,298.3,2,-99.0,0.7,99.0,1028.1
21595,4.0,10.3,304.3,9,2.8,1.1,100.0,1028.7
21596,21.2,18.8,-99.0,6,0.0,5.9,83.0,1032.7
21597,9.7,10.4,348.3,5,2.2,2.7,97.0,1028.9
21598,3.2,11.7,306.8,3,2.9,0.9,95.0,1028.7
21599,11.5,11.7,266.3,4,2.0,3.2,97.0,1028.2
21600,9.4,8.6,-99.0,5,0.0,2.6,85.0,1030.0
21601,18.4,16.0,1865.1,1,0.0,5.1,61.0,-99.0
21602,4.0,13.3,-99.0,4,0.0,1.1,61.0,-99.0
21603,2.2,16.7,-99.0,2,0.0,0.6,100.0,-99.0
21604,8.3,16.9,1343.5,8,0.0,2.3,58.0,1029.6
21605,-99.0,14.0,-99.0,0,0.0,-99.0,79.0,-99.0
21606,20.5,18.8,463.2,3,0.0,5.7,69.0,-99.0
21607,17.6,8.7,476.0,6,0.0,4.9,78.0,-99.0
21608,20.9,16.0,-99.0,4,0.0,5.8,86.0,1030.6
21609,-99.0,14.7,492.0,0,0.0,-99.0,82.0,-99.0
21610,-99.0,19.6,1993.3,0,0.0,-99.0,63.0,-99.0
21611,-99.0,12.2,2264.4,0,0.0,-99.0,58.0,-99.0
21612,29.9,10.0,2349.3,4,0.0,8.3,92.0,-99.0
21613,16.6,6.7,-99.0,2,0.0,4.6,100.0,-99.0
21614,-99.0,9.0,-99.0,0,0.0,-99.0,56.0,-99.0
21615,-99.0,11.9,615.3,0,0.0,-99.0,42.0,-99.0
21616,3.2,18.1,-99.0,6,0.0,0.9,66.0,-99.0
21617,9.7,16.9,-99.0,3,0.0,2.7,72.0,-99.0
21618,12.6,17.4,-99.0,7,0.0,3.5,70.0,-99.0
21619,-99.0,10.7,-99.0,0,0.0,-99.0,74.0,-99.0
21620,50.8,9.9,-99.0,3,0.0,14.1,100.0,-99.0
21621,24.5,11.4,1242.9,6,0.0,6.8,100.0,-99.0
21622,-99.0,18.7,2092.2,0,0.0,-99.0,57.0,-99.0
21623,7.6,20.9,-99.0,6,0.0,2.1,59.0,1028.6
21624,5.4,15.5,-99.0,2,0.0,1.5,71.0,-99.0
21625,9.4,19.5,-99.0,6,0.0,2.6,63.0,1028.4
21626,11.5,11.1,208.8,8,0.0,3.2,66.0,1027.6
21627,-99.0,15.5,-99.0,0,-99.0,-99.0,68.0,-99.0
21628,7.6,19.2,1371.3,6,0.0,2.1,55.0,-99.0
21629,2.2,10.5,237.0,3,-99.0,0.6,98.0,1029.6
21630,20.9,19.6,-99.0,3,0.0,5.8,57.0,1029.1
21631,16.2,15.2,1201.0,9,0.0,4.5,69.0,1029.0
21632,18.0,15.3,909.2,8,0.0,5.0,61.0,-99.0
21633,3.6,11.5,796.0,4,0.0,1.0,88.0,-99.0
21634,10.1,15.3,-99.0,7,0.0,2.8,64.0,-99.0
21635,-99.0,-99.0,0.0,0,-99.0,-99.0,70.0,-99.0
21636,4.0,11.5,-99.0,8,3.1,1.1,100.0,1027.0
21637,8.3,14.1,1063.3,7,0.0,2.3,83.0,-99.0
21638,10.4,9.4,260.6,7,1.0,2.9,99.0,1026.5
21639,11.2,7.5,496.9,6,0.1,3.1,99.0,-99.0
21640,11.2,7.2,-99.0,7,0.0,3.1,97.0,-99.0
21641,13.7,14.1,1686.2,9,0.0,3.8,70.0,-99.0
21642,2.5,11.5,305.4,1,-99.0,0.7,98.0,-99.0
21643,15.8,12.1,551.7,6,0.0,4.4,73.0,1027.1
21644,5.0,9.3,-99.0,7,-99.0,1.4,99.0,-99.0
21645,4.7,11.3,323.3,3,1.4,1.3,98.0,-99.0
21646,-99.0,-99.0,-99.0,0,0.0,-99.0,-99.0,-99.0
21647,1.4,10.4,400.9,0,0.5,0.4,95.0,-99.0
21648,3.2,17.2,827.7,4,0.0,0.9,84.0,-99.0
21649,18.4,9.6,-99.0,7,0.0,5.1,74.0,-99.0
21650,5.0,17.3,1272.8,3,0.0,1.4,89.0,-99.0
21651,7.6,10.4,-99.0,5,0.4,2.1,98.0,-99.0
21652,6.5,10.6,663.4,6,0.0,1.8,75.0,-99.0
21653,9.0,9.0,-99.0,6,0.0,2.5,83.0,1028.3
21654,4.3,12.4,459.5,5,-99.0,1.2,91.0,-99.0
21655,12.6,11.8,928.0,7,0.0,3.5,67.0,1027.0
21656,4.0,14.9,-99.0,9,0.0,1.1,62.0,-99.0
21657,6.1,-99.0,365.9,5,0.1,1.7,-99.0,-99.0
21658,10.1,11.0,537.6,6,0.0,2.8,77.0,-99.0
21659,21.6,8.0,523.9,6,0.0,6.0,99.0,-99.0
21660,1.4,12.6,487.9,4,0.0,0.4,79.0,-99.0
21661,-99.0,11.3,778.6,4,0.0,-99.0,91.0,-99.0
21662,16.6,11.2,782.4,7,0.0,4.6,73.0,-99.0
21663,8.3,14.7,1506.7,7,0.0,2.3,75.0,1029.5
21664,25.6,8.7,1415.3,8,0.0,7.1,84.0,-99.0
21665,8.6,11.5,912.6,6,0.0,2.4,75.0,-99.0
21666,-99.0,7.9,-99.0,0,0.0,-99.0,99.0,-99.0
21667,2.5,11.7,715.5,4,0.0,0.7,62.0,-99.0
21668,3.6,14.4,-99.0,6,0.0,1.0,75.0,-99.0
21669,6.8,11.9,-99.0,7,0.0,1.9,61.0,-99.0
21670,6.5,13.6,385.1,5,0.0,1.8,87.0,1029.2
21671,6.8,-99.0,-99.0,8,0.0,1.9,-99.0,1029.9
21672,10.1,14.7,641.4,6,0.0,2.8,82.0,-99.0
21673,0.0,14.5,674.1,7,0.0,0.0,-99.0,-99.0
21674,3.6,15.0,1090.6,6,0.0,1.0,73.0,-99.0
21675,9.4,15.3,-99.0,6,0.0,2.6,72.0,-99.0
21676,11.9,15.7,1310.5,8,0.0,3.3,68.0,-99.0
21677,10.4,13.1,840.6,8,0.0,2.9,-99.0,-99.0
21678,7.9,15.5,846.2,8,0.0,2.2,72.0,1029.9
21679,13.7,16.6,1570.4,8,0.0,3.8,64.0,-99.0
21680,11.2,16.4,1107.8,7,0.0,3.1,67.0,-99.0
21681,5.8,16.9,1437.0,6,0.0,1.6,65.0,-99.0
21682,10.8,-99.0,1546.9,9,0.0,3.0,-99.0,-99.0
21683,12.6,16.4,1440.5,8,0.0,3.5,69.0,1028.8
21684,11.9,16.4,1254.9,8,0.0,3.3,73.0,-99.0
21685,13.0,19.2,341.5,4,0.0,3.6,66.0,1031.2
21686,22.3,19.0,900.5,7,0.0,6.2,73.0,1031.8
21687,13.0,18.6,-99.0,7,0.0,3.6,68.0,1033.0
21688,22.0,17.9,-99.0,6,0.0,6.1,70.0,1033.8
21689,22.7,18.5,1223.2,7,0.0,6.3,71.0,1033.2
21690,12.6,18.2,1755.4,7,0.0,3.5,69.0,-99.0
21691,0.0,18.3,-99.0,0,0.0,0.0,68.0,1033.8
21692,16.6,18.1,2208.6,7,0.0,4.6,57.0,1033.8
21693,12.2,-99.0,1195.4,2,0.0,3.4,-99.0,-99.0
21694,27.4,18.4,-99.0,2,0.0,7.6,63.0,1030.2
21695,6.8,16.7,1637.7,8,0.0,1.9,60.0,-99.0
21696,9.7,20.7,2134.1,3,0.0,2.7,57.0,-99.0
21697,19.1,17.9,-99.0,3,0.0,5.3,69.0,1030.2
21698,-99.0,13.4,1479.9,0,0.0,-99.0,49.0,-99.0
21699,5.8,16.8,1821.3,7,0.0,1.6,64.0,-99.0
21700,4.0,11.7,303.7,7,1.3,1.1,99.0,-99.0
21701,9.4,16.2,1505.5,8,0.0,2.6,65.0,-99.0
21702,8.6,12.7,-99.0,7,0.0,2.4,74.0,-99.0
21703,5.4,16.9,1801.0,6,0.0,1.5,67.0,-99.0
21704,19.4,10.1,-99.0,6,0.0,5.4,75.0,-99.0
21705,9.4,11.3,-99.0,5,-99.0,2.6,73.0,-99.0
21706,-99.0,9.2,-99.0,0,-99.0,-99.0,91.0,-99.0
21707,10.4,10.9,-99.0,6,0.0,2.9,75.0,-99.0
21708,-99.0,8.1,-99.0,0,-99.0,-99.0,100.0,-99.0
21709,6.5,11.1,-99.0,5,0.0,1.8,-99.0,-99.0
21710,8.6,9.1,-99.0,6,0.0,2.4,82.0,-99.0
21711,24.5,7.3,-99.0,7,0.0,6.8,94.0,-99.0
21712,6.1,7.8,-99.0,6,0.0,1.7,87.0,-99.0
21713,10.1,7.9,-99.0,6,-99.0,2.8,100.0,-99.0
21714,13.3,12.2,474.4,5,0.3,3.7,94.0,1028.3
21715,12.2,16.2,1675.2,8,0.0,3.4,61.0,-99.0
21716,6.5,13.8,993.9,6,0.0,1.8,71.0,1029.1
21717,9.4,17.2,1765.8,1,0.0,2.6,59.0,-99.0
21718,36.0,8.0,2063.7,9,0.0,10.0,91.0,-99.0
21719,6.5,11.9,-99.0,3,3.8,1.8,99.0,1028.2
21720,15.1,16.1,1878.5,5,0.0,4.2,54.0,1028.8
21721,-99.0,8.3,-99.0,0,-99.0,-99.0,83.0,-99.0
21722,-99.0,14.8,-99.0,0,0.0,-99.0,59.0,-99.0
21723,22.3,14.7,1753.0,8,0.0,6.2,64.0,1028.5
21724,19.1,15.3,1762.4,9,0.0,5.3,66.0,1029.0
21725,15.5,13.6,1674.0,8,0.0,4.3,67.0,1029.0
21726,-99.0,-99.0,1965.4,7,0.0,-99.0,-99.0,-99.0
21727,12.6,14.6,1196.4,8,0.0,3.5,67.0,-99.0
21728,4.0,9.1,297.0,5,0.0,1.1,87.0,1027.0
21729,38.9,6.4,689.5,8,0.0,10.8,100.0,-99.0
21730,9.0,14.1,1000.1,7,0.0,2.5,58.0,1027.9
21731,14.4,16.4,1697.5,9,0.0,4.0,61.0,-99.0
21732,13.7,16.5,-99.0,8,0.0,3.8,-99.0,-99.0
21733,7.9,9.3,497.3,6,0.0,2.2,71.0,1026.9
21734,20.5,9.5,-99.0,6,0.0,5.7,77.0,-99.0
21735,8.6,16.0,1653.0,8,0.0,2.4,61.0,1029.6
21736,13.0,15.5,1679.7,8,0.0,3.6,60.0,-99.0
21737,9.4,15.1,1745.8,8,-99.0,2.6,63.0,-99.0
21738,7.9,15.1,-99.0,6,0.0,2.2,78.0,1029.7
21739,11.9,14.2,1673.6,8,0.0,3.3,60.0,-99.0
21740,14.4,-99.0,1502.1,8,0.0,4.0,67.0,-99.0
21741,12.6,13.8,1891.3,9,0.0,3.5,66.0,-99.0
21742,16.9,15.1,1788.6,8,0.0,4.7,63.0,-99.0
21743,10.1,16.4,1570.0,8,0.0,2.8,58.0,-99.0
21744,5.0,12.6,1221.5,6,0.0,1.4,86.0,-99.0
21745,11.5,11.3,-99.0,8,0.0,3.2,83.0,-99.0
21746,14.8,14.9,1623.8,7,0.0,4.1,91.0,-99.0
21747,10.8,15.3,1343.5,6,0.0,3.0,68.0,-99.0
21748,20.2,14.7,1640.5,8,0.0,5.6,61.0,-99.0
21749,13.0,15.6,-99.0,8,0.0,3.6,61.0,-99.0
21750,9.4,16.4,1806.4,9,0.0,2.6,66.0,-99.0
21751,6.1,12.0,410.8,5,0.0,1.7,100.0,1027.6
21752,5.4,11.0,1733.4,8,0.0,1.5,81.0,1028.5
21753,13.3,6.2,-99.0,5,-99.0,3.7,99.0,-99.0
21754,3.2,14.3,-99.0,5,0.0,0.9,60.0,-99.0
21755,-99.0,13.5,-99.0,0,0.0,-99.0,77.0,-99.0
21756,4.0,14.9,-99.0,8,0.0,1.1,72.0,-99.0
21757,7.2,13.5,-99.0,8,0.0,2.0,72.0,-99.0
21758,5.4,14.0,-99.0,6,0.0,1.5,68.0,-99.0
21759,4.3,13.5,-99.0,6,-99.0,1.2,69.0,-99.0
21760,10.4,13.2,-99.0,6,-99.0,2.9,66.0,-99.0
21761,19.4,15.1,1811.8,9,-99.0,5.4,-99.0,-99.0
21762,7.6,10.8,-99.0,4,0.0,2.1,81.0,-99.0
21763,16.6,15.8,-99.0,9,0.0,4.6,54.0,-99.0
21764,16.6,17.6,1914.0,8,0.0,4.6,51.0,1029.3
21765,5.4,15.9,-99.0,4,0.0,1.5,58.0,1027.3
21766,19.1,16.9,-99.0,6,0.0,5.3,61.0,1027.2
21767,21.6,16.2,-99.0,9,-99.0,6.0,61.0,1028.2
21768,17.6,15.0,-99.0,8,0.0,4.9,57.0,1028.1
21769,9.7,15.9,727.3,9,0.0,2.7,93.0,-99.0
21770,5.8,9.5,224.0,3,-99.0,1.6,99.0,1026.7
21771,5.0,10.7,222.8,2,0.6,1.4,99.0,1027.0
21772,20.5,19.4,-99.0,6,0.0,5.7,74.0,1031.3
21773,4.3,10.9,218.0,4,0.7,1.2,98.0,1027.4
21774,3.6,12.0,212.3,3,2.1,1.0,95.0,1027.1
21775,9.4,12.1,148.8,4,3.7,2.6,97.0,1026.6
21776,9.7,8.4,-99.0,5,0.1,2.7,97.0,1028.9
21777,18.7,17.4,1368.6,9,0.0,5.2,56.0,-99.0
21778,2.5,13.5,-99.0,1,0.0,0.7,67.0,-99.0
21779,7.2,17.5,-99.0,8,0.0,2.0,68.0,-99.0
21780,1.1,16.9,-99.0,2,0.0,0.3,100.0,-99.0
21781,11.5,16.7,487.1,8,0.0,3.2,64.0,1028.5
21782,-99.0,13.8,-99.0,0,0.0,-99.0,81.0,-99.0
21783,17.3,19.4,612.0,3,0.0,4.8,67.0,-99.0
21784,13.0,9.3,221.2,6,0.0,3.6,83.0,-99.0
21785,22.3,16.3,-99.0,4,0.0,6.2,86.0,1028.9
21786,-99.0,15.0,528.6,0,0.0,-99.0,82.0,-99.0
21787,-99.0,20.6,1701.8,0,0.0,-99.0,57.0,-99.0
21788,-99.0,13.9,2145.6,0,0.0,-99.0,43.0,-99.0
21789,29.5,10.9,2098.1,4,0.0,8.2,83.0,-99.0
21790,19.1,7.2,-99.0,2,0.0,5.3,94.0,-99.0
21791,-99.0,10.4,-99.0,0,0.0,-99.0,31.0,-99.0
21792,-99.0,12.3,504.7,0,0.0,-99.0,37.0,-99.0
21793,3.2,17.0,-99.0,6,0.0,0.9,73.0,-99.0
21794,7.2,17.4,-99.0,4,0.0,2.0,68.0,-99.0
21795,16.2,17.5,-99.0,8,0.0,4.5,74.0,-99.0
21796,-99.0,10.4,-99.0,0,0.0,-99.0,89.0,-99.0
21797,47.5,10.6,-99.0,3,0.0,13.2,96.0,-99.0
21798,23.8,10.8,680.9,6,0.0,6.6,100.0,-99.0
21799,-99.0,17.3,1025.5,0,0.0,-99.0,62.0,-99.0
21800,11.5,20.1,-99.0,6,0.0,3.2,61.0,1026.9
21801,4.3,15.3,-99.0,7,0.0,1.2,77.0,-99.0
21802,8.6,19.1,-99.0,6,0.0,2.4,64.0,1027.0
21803,9.0,12.3,893.6,7,0.0,2.5,69.0,1026.9
21804,5.8,19.8,1471.2,6,0.0,1.6,52.0,-99.0
21805,2.9,11.0,171.0,2,-99.0,0.8,98.0,1028.0
21806,10.8,21.0,-99.0,2,0.0,3.0,54.0,1027.3
21807,15.8,15.5,952.1,8,0.0,4.4,74.0,1027.9
21808,20.9,15.9,1466.7,8,0.0,5.8,61.0,-99.0
21809,5.0,11.7,838.1,3,0.0,1.4,90.0,-99.0
21810,10.8,16.0,-99.0,7,0.4,3.0,69.0,-99.0
21811,-99.0,-99.0,0.0,0,-99.0,-99.0,75.0,-99.0
21812,9.0,11.8,-99.0,9,2.2,2.5,100.0,1025.7
21813,11.9,13.8,872.6,7,0.0,3.3,85.0,-99.0
21814,9.7,8.6,112.9,5,0.7,2.7,99.0,1025.7
21815,10.8,7.7,402.4,6,0.2,3.0,99.0,-99.0
21816,2.5,7.4,-99.0,6,0.2,0.7,100.0,-99.0
21817,9.7,14.3,1354.4,9,0.0,2.7,72.0,-99.0
21818,1.8,11.9,228.3,3,-99.0,0.5,98.0,-99.0
21819,9.4,11.9,314.6,6,0.0,2.6,78.0,1026.1
21820,1.1,9.4,-99.0,5,-99.0,0.3,98.0,-99.0
21821,6.1,11.7,244.1,2,0.6,1.7,98.0,-99.0
21822,-99.0,-99.0,-99.0,0,0.0,-99.0,-99.0,-99.0
21823,1.1,10.7,236.7,0,0.2,0.3,96.0,-99.0
21824,5.4,19.0,1830.1,4,0.0,1.5,70.0,-99.0
21825,11.9,9.7,-99.0,7,0.1,3.3,79.0,-99.0
21826,6.8,17.2,832.5,1,0.0,1.9,83.0,-99.0
21827,4.7,10.7,-99.0,5,0.5,1.3,98.0,-99.0
21828,4.3,9.8,167.9,6,0.1,1.2,85.0,-99.0
21829,9.7,8.5,-99.0,5,0.2,2.7,100.0,1027.1
21830,6.1,12.0,266.1,5,-99.0,1.7,95.0,-99.0
21831,11.9,12.1,383.8,7,0.1,3.3,75.0,1025.9
21832,11.2,14.8,-99.0,5,0.0,3.1,72.0,-99.0
21833,1.8,-99.0,162.6,5,0.6,0.5,-99.0,-99.0
21834,9.0,10.6,262.2,6,0.0,2.5,81.0,-99.0
21835,16.9,7.8,206.9,6,0.0,4.7,99.0,-99.0
21836,0.4,12.8,259.8,5,0.0,0.1,86.0,-99.0
21837,-99.0,11.0,713.4,4,0.0,-99.0,89.0,-99.0
21838,15.5,10.2,250.1,6,0.2,4.3,80.0,-99.0
21839,13.0,14.3,635.3,6,0.0,3.6,79.0,1028.3
21840,22.3,9.3,389.0,7,0.0,6.2,89.0,-99.0
21841,7.9,10.7,307.6,6,0.0,2.2,88.0,-99.0
21842,-99.0,9.1,-99.0,0,0.0,-99.0,99.0,-99.0
21843,1.4,13.2,353.0,2,0.0,0.4,61.0,-99.0
21844,6.1,14.0,-99.0,6,0.0,1.7,82.0,-99.0
21845,20.9,13.9,-99.0,7,0.0,5.8,63.0,-99.0
21846,9.4,13.1,303.8,5,0.0,2.6,96.0,1027.9
21847,6.8,-99.0,-99.0,8,0.0,1.9,-99.0,1028.7
21848,4.3,13.4,232.6,5,1.0,1.2,98.0,-99.0
21849,1.1,13.2,323.5,5,0.4,0.3,-99.0,-99.0
21850,2.2,13.7,365.6,5,0.1,0.6,87.0,-99.0
21851,7.9,14.2,-99.0,6,0.1,2.2,85.0,-99.0
21852,4.3,16.3,524.5,9,0.0,1.2,68.0,-99.0
21853,11.9,12.7,491.0,7,0.0,3.3,-99.0,-99.0
21854,6.5,15.6,447.2,7,0.0,1.8,79.0,1028.4
21855,12.6,17.1,510.8,8,0.0,3.5,67.0,-99.0
21856,8.3,15.7,548.9,7,0.0,2.3,76.0,-99.0
21857,7.2,16.6,1480.8,6,0.0,2.0,65.0,-99.0
21858,8.3,-99.0,601.3,8,0.0,2.3,-99.0,-99.0
21859,5.4,17.4,1109.7,7,0.0,1.5,69.0,1027.7
21860,9.0,15.7,613.6,7,0.0,2.5,81.0,-99.0
21861,6.8,19.0,387.7,1,0.0,1.9,64.0,1029.6
21862,33.1,19.1,1279.2,7,0.0,9.2,70.0,1030.3
21863,14.4,18.8,-99.0,7,0.0,4.0,68.0,1031.1
21864,21.2,17.8,-99.0,6,0.0,5.9,70.0,1031.8
21865,23.4,18.5,1194.7,6,0.0,6.5,72.0,1031.1
21866,15.8,17.8,986.4,7,0.0,4.4,71.0,-99.0
21867,0.0,18.5,-99.0,0,0.0,0.0,68.0,1032.0
21868,17.6,18.5,2593.9,7,0.0,4.9,56.0,1032.2
21869,9.4,-99.0,1632.7,1,0.0,2.6,-99.0,-99.0
21870,26.6,18.6,-99.0,1,0.0,7.4,65.0,1028.4
21871,6.8,17.1,865.2,8,0.0,1.9,64.0,-99.0
21872,10.1,21.1,1764.1,7,0.0,2.8,56.0,-99.0
21873,16.6,18.0,-99.0,3,0.0,4.6,66.0,1028.7
21874,-99.0,14.7,459.2,0,0.0,-99.0,51.0,-99.0
21875,4.0,17.2,669.3,9,0.0,1.1,63.0,-99.0
21876,8.3,12.5,292.0,6,1.1,2.3,91.0,-99.0
21877,8.6,17.1,1089.3,9,0.0,2.4,62.0,-99.0
21878,9.4,11.6,-99.0,6,0.0,2.6,82.0,-99.0
21879,9.0,17.9,979.8,7,0.0,2.5,65.0,-99.0
21880,12.2,9.6,-99.0,7,0.0,3.4,84.0,-99.0
21881,7.2,10.4,-99.0,6,-99.0,2.0,91.0,-99.0
21882,-99.0,9.5,-99.0,0,-99.0,-99.0,92.0,-99.0
21883,6.8,10.1,-99.0,7,0.0,1.9,86.0,-99.0
21884,-99.0,8.5,-99.0,0,-99.0,-99.0,100.0,-99.0
21885,4.0,11.2,-99.0,6,0.0,1.1,-99.0,-99.0
21886,7.9,7.9,-99.0,6,0.2,2.2,94.0,-99.0
21887,24.8,7.9,-99.0,7,0.1,6.9,95.0,-99.0
21888,4.7,7.9,-99.0,7,0.1,1.3,94.0,-99.0
21889,9.7,8.6,-99.0,6,-99.0,2.7,100.0,-99.0
21890,20.9,11.8,260.3,5,0.6,5.8,97.0,1026.6
21891,7.9,18.0,1206.7,8,0.0,2.2,58.0,-99.0
21892,5.8,12.3,382.2,5,0.1,1.6,94.0,1027.9
21893,7.2,17.1,1351.2,1,0.0,2.0,63.0,-99.0
21894,28.8,8.5,1520.4,9,0.0,8.0,91.0,-99.0
21895,7.9,11.9,167.6,3,4.0,2.2,100.0,1026.5
21896,9.0,16.0,1403.5,5,0.0,2.5,57.0,1027.4
21897,-99.0,7.8,-99.0,0,-99.0,-99.0,91.0,-99.0
21898,-99.0,16.7,-99.0,0,0.0,-99.0,55.0,-99.0
21899,20.9,15.7,1291.7,8,0.0,5.8,66.0,1027.6
21900,15.8,15.0,1271.6,8,0.0,4.4,69.0,1027.9
21901,20.5,15.3,1338.1,8,0.0,5.7,59.0,1027.4
21902,-99.0,-99.0,1265.7,7,0.0,-99.0,-99.0,-99.0
21903,12.6,15.5,1180.5,8,0.0,3.5,72.0,-99.0
21904,1.1,10.1,170.5,4,0.0,0.3,89.0,1025.7
21905,34.6,6.9,271.1,8,0.4,9.6,100.0,-99.0
21906,18.4,15.8,1338.1,8,0.0,5.1,61.0,1026.6
21907,11.9,17.3,1253.6,8,0.0,3.3,57.0,-99.0
21908,9.0,17.5,-99.0,7,0.0,2.5,-99.0,-99.0
21909,7.9,9.5,-99.0,8,0.0,2.2,80.0,1026.1
21910,11.9,9.1,-99.0,7,0.0,3.3,86.0,-99.0
21911,10.8,16.3,727.3,9,0.0,3.0,65.0,1028.4
21912,14.4,16.4,1072.2,8,0.0,4.0,61.0,-99.0
21913,7.6,15.6,625.6,8,-99.0,2.1,65.0,-99.0
21914,8.3,14.7,-99.0,6,0.0,2.3,84.0,1028.4
21915,11.5,15.6,1186.8,8,0.0,3.2,58.0,-99.0
21916,13.0,-99.0,1245.6,8,0.0,3.6,62.0,-99.0
21917,12.2,15.4,1354.9,8,0.0,3.4,63.0,-99.0
21918,13.3,16.5,1285.0,8,0.0,3.7,63.0,-99.0
21919,10.1,16.2,1008.1,9,0.0,2.8,61.0,-99.0
21920,4.0,12.4,792.4,6,0.0,1.1,89.0,-99.0
21921,20.5,14.8,1141.7,7,0.0,5.7,90.0,-99.0
21922,8.6,16.2,1063.8,7,0.0,2.4,68.0,-99.0
21923,24.8,15.5,1246.6,9,0.0,6.9,63.0,-99.0
21924,14.4,16.3,-99.0,9,0.0,4.0,61.0,-99.0
21925,7.6,16.7,723.5,8,0.0,2.1,67.0,-99.0
21926,7.2,12.0,196.1,5,0.3,2.0,100.0,1026.0
21927,11.9,14.9,1244.1,9,0.0,3.3,63.0,1027.0
21928,14.0,6.0,-99.0,5,-99.0,3.9,100.0,-99.0
21929,11.9,14.5,-99.0,7,0.0,3.3,64.0,-99.0
21930,-99.0,12.0,-99.0,0,0.0,-99.0,94.0,-99.0
21931,4.0,13.5,-99.0,4,0.2,1.1,88.0,-99.0
21932,2.2,12.0,-99.0,7,0.0,0.6,86.0,-99.0
21933,6.8,13.9,-99.0,7,0.0,1.9,75.0,-99.0
21934,6.5,13.5,-99.0,6,0.0,1.8,78.0,-99.0
21935,6.5,12.8,-99.0,6,-99.0,1.8,75.0,-99.0
21936,19.4,16.2,1302.1,8,-99.0,5.4,-99.0,-99.0
21937,5.0,12.1,-99.0,6,0.0,1.4,82.0,-99.0
21938,15.5,17.0,-99.0,9,0.0,4.3,50.0,-99.0
21939,14.0,18.2,1541.9,8,0.0,3.9,52.0,1027.7
21940,5.4,11.0,-99.0,8,0.0,1.5,79.0,1027.7
21941,6.1,11.0,-99.0,7,0.0,1.7,84.0,1027.3
21942,10.8,12.9,-99.0,9,-99.0,3.0,84.0,1028.2
21943,7.6,11.9,-99.0,8,0.0,2.1,78.0,1028.3
21944,3.6,10.3,4.2,3,-99.0,1.0,100.0,1025.4
21945,2.5,10.7,2.4,2,0.0,0.7,100.0,1025.8
21946,18.4,18.8,-99.0,6,0.0,5.1,92.0,1029.7
21947,1.1,11.4,2.4,7,0.2,0.3,100.0,1026.1
21948,4.3,11.9,2.4,2,0.3,1.2,96.0,1026.0
21949,9.4,12.1,2.4,3,0.0,2.6,98.0,1025.3
21950,8.3,8.3,-99.0,4,0.0,2.3,99.0,1028.4
21951,9.4,11.6,0.0,9,0.0,2.6,86.0,-99.0
21952,1.4,11.3,-99.0,8,0.0,0.4,84.0,-99.0
21953,7.2,14.5,-99.0,7,0.0,2.0,69.0,-99.0
21954,0.0,15.0,-99.0,0,0.2,0.0,100.0,-99.0
21955,10.1,13.7,0.0,7,0.0,2.8,93.0,1027.9
21956,-99.0,13.2,-99.0,0,0.0,-99.0,96.0,-99.0
21957,17.6,18.5,0.3,3,0.0,4.9,68.0,-99.0
21958,8.3,9.2,0.0,6,0.0,2.3,99.0,-99.0
21959,-99.0,14.1,0.0,0,0.0,-99.0,82.0,-99.0
21960,-99.0,14.5,0.0,0,0.0,-99.0,84.0,-99.0
21961,-99.0,7.5,0.0,0,0.0,-99.0,39.0,-99.0
21962,14.8,8.3,0.0,4,0.0,4.1,98.0,-99.0
